Tvl_Seq,Seg_Id,OD_Grp_Id,Ori_Region_Desc,Dest_Region_Desc,Dep_Region_Desc,Arr_Region_Desc
120072781,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120072820,3,2,CHINA,TAIWAN,CHINA,TAIWAN
120072938,3,2,CHINA,TAIWAN,CHINA,TAIWAN
120072940,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120072940,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120073041,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120073041,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120073090,3,2,CHINA,TAIWAN,CHINA,TAIWAN
120073120,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120073182,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120073337,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120073422,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120073816,5,2,TAIWAN,CHINA,TAIWAN,CHINA
120073848,15,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120073938,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120074113,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120074132,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,TAIWAN
120074229,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120074394,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
120074403,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120074624,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120074837,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120074961,3,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120074961,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120075079,7,1,TAIWAN,CHINA,TAIWAN,CHINA
120075266,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120075294,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120075294,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120075330,3,2,TAIWAN,CHINA,TAIWAN,CHINA
120075466,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120075573,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120075642,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120075773,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120075842,3,2,TAIWAN,CHINA,TAIWAN,CHINA
120076018,1,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
120076201,4,2,HKG/MFM,JAPAN/KOREA,HKG/MFM,JAPAN/KOREA
120076389,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120076397,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120076725,8,1,TAIWAN,CHINA,TAIWAN,CHINA
120076795,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120076827,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120077309,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120077309,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120077391,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120077391,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120077485,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120077671,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120077671,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120077673,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120077711,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120077951,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120078069,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120078079,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120078079,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120078098,2,1,TAIWAN,CHINA,TAIWAN,CHINA
120078145,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120078446,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120078564,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120078899,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120078899,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120079086,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120079099,1,1,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
120079144,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120079146,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120079183,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120079207,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120079207,4,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120079217,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120079316,3,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120079559,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120079636,3,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120079752,2,2,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120079752,4,1,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120079814,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120079949,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120079949,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120080013,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120080117,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120080118,3,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120080216,3,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120080284,1,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120080284,2,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120080303,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120080423,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120080423,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120080589,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120080589,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120080687,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120080861,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120080899,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120080959,3,2,TAIWAN,CHINA,TAIWAN,CHINA
120081120,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120081168,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120081181,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120081210,4,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120081527,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120081527,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120081555,7,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120081607,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120081607,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120081689,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120081729,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120081860,9,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120081898,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120081927,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
120082104,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120082104,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120082246,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120082316,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120082433,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120082433,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120082440,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120082440,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120082474,1,1,CHINA,S. E. ASIA,CHINA,S. E. ASIA
120082511,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120082706,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120082706,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120082752,1,1,EUROPE,TAIWAN,EUROPE,TAIWAN
120082766,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120082779,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120082819,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120082843,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120082843,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120083149,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
120083183,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120083192,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120083192,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120083240,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120083444,4,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120083480,4,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120083586,12,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120083586,11,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120083674,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120083688,8,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120083875,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120083875,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120083922,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120083934,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120083960,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120084025,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
120084080,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084123,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084137,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084146,3,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120084243,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084243,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084251,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084317,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120084335,3,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120084404,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084404,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084424,5,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120084519,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084519,5,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084534,8,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084534,9,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084535,22,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084561,1,1,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120084561,3,2,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120084571,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120084577,19,2,TAIWAN,CHINA,TAIWAN,CHINA
120084577,17,3,CHINA,TAIWAN,CHINA,TAIWAN
120084708,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120084795,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120084972,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120085140,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120085339,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120085707,1,1,CHINA,N. AMERICA,CHINA,N. AMERICA
120085831,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120085861,5,3,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120085904,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120086023,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120086114,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120086114,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120086116,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120086195,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120086229,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120086229,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120086367,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120086560,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120086624,3,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120086646,4,3,CHINA,TAIWAN,CHINA,TAIWAN
120086646,5,2,CHINA,TAIWAN,CHINA,TAIWAN
120086646,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120086654,40,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120086677,1,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
120086677,2,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
120086761,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120086761,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120086867,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120086881,10,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120086881,7,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120086926,10,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120086972,6,2,JAPAN/KOREA,N. AMERICA,JAPAN/KOREA,N. AMERICA
120087028,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120087171,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120087171,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120087286,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120087307,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120087328,1,1,S. E. ASIA,JAPAN/KOREA,S. E. ASIA,JAPAN/KOREA
120087461,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120087461,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120087604,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120087633,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120087887,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120087990,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120087990,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120088005,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120088136,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120088146,2,1,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
120088292,10,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120088528,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120088750,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120088955,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120088955,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120088981,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120089059,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120089436,3,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120089474,1,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
120089474,2,1,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
120089595,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120089600,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120089974,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
120090026,14,1,TAIWAN,CHINA,TAIWAN,CHINA
120090042,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120090055,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120090117,1,1,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120090117,2,2,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120090163,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120090163,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120090430,1,1,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
120090447,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120090449,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120090490,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120090490,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120090516,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120090526,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120090846,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120090925,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120090925,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120090992,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120090992,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120091124,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120091128,3,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120091316,5,2,CHINA,TAIWAN,CHINA,TAIWAN
120091331,8,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120091331,9,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120091417,3,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120091417,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120091442,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120091469,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120091484,6,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120091484,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120091519,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120091523,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120091527,1,1,HKG/MFM,TAIWAN,S. E. ASIA,TAIWAN
120091704,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120091723,1,1,HKG/MFM,TAIWAN,S. E. ASIA,TAIWAN
120091735,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120091808,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120091853,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120091888,2,3,CHINA,TAIWAN,CHINA,TAIWAN
120091888,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120091942,4,1,TAIWAN,CHINA,TAIWAN,CHINA
120092002,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120092002,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120092095,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120092108,4,1,TAIWAN,CHINA,TAIWAN,CHINA
120092128,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120092157,5,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120092423,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120092423,3,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120092450,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120092450,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120092481,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120092481,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120092501,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120092503,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120092509,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120092553,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120092629,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120092629,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120092706,5,1,TAIWAN,CHINA,TAIWAN,CHINA
120092706,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120092865,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120092952,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120092952,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120092994,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120093008,4,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093054,5,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120093054,4,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120093064,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093111,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093111,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120093118,5,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
120093203,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120093203,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120093212,6,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093220,2,2,CHINA,EUROPE,CHINA,EUROPE
120093220,3,2,CHINA,EUROPE,CHINA,EUROPE
120093221,6,2,CHINA,EUROPE,CHINA,EUROPE
120093221,7,2,CHINA,EUROPE,CHINA,EUROPE
120093280,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120093280,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093291,6,1,TAIWAN,CHINA,TAIWAN,CHINA
120093370,6,1,TAIWAN,HKG/MFM,TAIWAN,CHINA
120093410,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093410,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120093428,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120093434,6,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120093445,10,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
120093445,11,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
120093484,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120093569,4,1,TAIWAN,CHINA,TAIWAN,CHINA
120093588,3,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093588,4,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120093591,2,1,CHINA,TAIWAN,CHINA,TAIWAN
120093625,1,1,EUROPE,TAIWAN,EUROPE,TAIWAN
120093625,2,2,TAIWAN,EUROPE,TAIWAN,EUROPE
120093737,1,1,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120093781,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093801,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120093890,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120094002,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120094024,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120094278,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120094278,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120094373,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120094391,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120094391,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120094422,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120094422,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120094525,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120094539,5,1,TAIWAN,CHINA,TAIWAN,CHINA
120094579,8,3,CHINA,TAIWAN,CHINA,TAIWAN
120094636,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120094636,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120094733,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120094867,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
120094977,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120095036,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120095036,3,2,CHINA,TAIWAN,CHINA,TAIWAN
120095073,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120095074,7,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120095155,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120095155,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120095333,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120095347,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
120095419,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120095539,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120095541,3,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120095541,5,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
120095549,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120095549,2,2,CHINA,TAIWAN,CHINA,TAIWAN
120095680,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120095684,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120095741,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120095810,5,2,CHINA,TAIWAN,CHINA,TAIWAN
120095810,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120095827,1,2,CHINA,TAIWAN,CHINA,TAIWAN
120095852,2,2,TAIWAN,EUROPE,TAIWAN,EUROPE
120095852,1,1,EUROPE,TAIWAN,EUROPE,TAIWAN
120095922,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120095934,5,1,TAIWAN,CHINA,TAIWAN,CHINA
120096007,1,1,CHINA,TAIWAN,CHINA,TAIWAN
120096007,2,2,TAIWAN,CHINA,TAIWAN,CHINA
120096009,1,1,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120096139,1,1,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120096239,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120096254,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
120096254,3,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
120096329,1,1,TAIWAN,CHINA,TAIWAN,CHINA
120096422,3,1,TAIWAN,CHINA,TAIWAN,CHINA
120096422,4,2,CHINA,TAIWAN,CHINA,TAIWAN
120096461,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
