TC_Area_Cd,TC_Area_Desc,Region_Cd,Region_Desc,Cntry_Cd,Cntry_3_Ltr_Cd,Cntry_Desc,Cty_Cd,Cty_Desc,Apt_Cd,Apt_Desc
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,BWH,BUTTERWORTH,BWH,BUTTERWORTH                   
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,GSA,SABAH,GSA,SABAH                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,GTB,TUBARAO,GTB,TUBARAO                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,GTK,SUNGIE TEKAI,GTK,SUNGIE TEKAI                  
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,IPH,IPOH,IPH,IPOH                          
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,JHB,JOHOR BAHRU,JHB,SULTAN ISMAIL INTL            
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KBR,KOTA BHARU,KBR,KOTA BHARU                    
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KCH,KUCHING,KCH,KUCHING                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KGU,KENINGAU,KGU,KENINGAU                      
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KPI,KAPIT,KPI,KAPIT                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KTE,KERTEH,KTE,KERTEH                        
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KUA,KUANTAN,KUA,KUANTAN                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KUD,KUDAT,KUD,KUDAT                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KUL,KUALA LUMPUR,KUL,KUALA LUMPUR INTERNATIONAL AIR
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,KUL,KUALA LUMPUR,SZB,SULTAN ABDULSHAH APT          
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LAC,PULAU LAYANG,LAC,PULAU LAYANG                  
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LBP,LONG BANGA,LBP,LONG BANGA                    
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LBU,LABUAN,LBU,LABUAN                        
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LDU,LAHAD DATU,LDU,LAHAD DATU                    
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LGK,LANGKAWI,LGK,LGK                           
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LGL,LONG LELLANG,LGL,LONG LELLANG                  
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LKH,LONG AKAH,LKH,LONG AKAH                     
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LMN,LIMBANG,LMN,LIMBANG                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LSM,LONG SEMADOO,LSM,LONG SEMADO                   
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LSU,LONG SUKANG,LSU,LONG SUKANG                   
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,LWY,LAWAS,LWY,LAWAS                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,MEP,MERSING,MEP,MENDI                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,MKM,MUKAH,MKM,MUKAH                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,MKZ,MALACCA,MKZ,MALACCA                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,MUR,MARUDI,MUR,MARUDI                        
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,MYY,MIRI,MYY,MIRI                          
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,MZS,MOSTYN,MZS,MOSTYN                        
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,MZV,MULU,MZV,MULU                          
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,ODN,LONG SERIDAN,ODN,LONG SERIDAN                  
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,PAY,PAMOL,PAY,PAMOL                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,PEN,PENANG,PEN,PENANG INTERNATIONAL AIRPORT  
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,PKG,PANGKOR,PKG,PANGKOR                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,RDN,REDANG,RDN,REDAN                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,RNU,RANAU,RNU,RANAU                         
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,SBW,SIBU,SBW,SIBU.SRW                      
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,SDK,SANDAKAN,SDK,SANDAKAN                      
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,SGG,SIMANGGANG,SGG,SIMANGGANG                    
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,SMM,SIMPORNA,SMM,SEMPORNA                      
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,SPE,SEPULOT,SPE,SEPULOT                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,SWY,SITIAWAN,SWY,SITIAWAN                      
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,SXS,SAHABAT,SXS,SAHABAT                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,SXT,TAMAN NEGARA,SXT,TAMAN NEGARA                  
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,TGG,KUALA TERENGGANU,TGG,KUALA TERENGG                 
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,TMG,TOMANGGONG,TMG,TOMAMGGONG                    
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,TOD,TIOMAN,TOD,TIOMAN                        
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,TPG,TAIPING,TPG,TAIPING                       
3,TC3    ,SEA,S. E. ASIA,MY,MYS,MALAYSIA,TWU,TAWAU,TWU,TAWAU                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,AAV,ALAH,AAV,ALAH                          
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,BAG,BAGUIO,BAG,BAGUIO                        
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,BCD,BACOLOD,BCD,BACOLOD                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,BNQ,BAGANGA,BNQ,BAGANGA                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,BPH,BISLING,BPH,BISLING                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,BQA,BALER,BQA,BALER                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,BSO,BASCO,BSO,BASCO                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,BXU,BUTUAN,BXU,BANCASI                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CBO,COTABATO,CBO,AWANG                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CDY,CAGAYAN DE SULU,CDY,CAGAYAN DE SULU               
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CEB,CEBU,CEB,MACTAN-CEBU INTIONATION AIRPOR
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CGG,CASIGURAN,CGG,CASIGURAN                     
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CGM,CAMIGUIN,CGM,CAMIGUIN                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CGY,CAGAYAN DE ORO,CGY,CAGAYAN DE ORD                
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CRK,LUZON ISLAND,CRK,CRK                           
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CRM,CATARMAN,CRM,CATARMAN                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CUJ,CULION,CUJ,CULION                        
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CYP,CALBAYOG,CYP,CALBAYOG                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CYU,CUYO,CYU,CUYO                          
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,CYZ,CAUAYAN,CYZ,CAUAYAN                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,DGT,DUMAGUETE,DGT,DUMAGUETE                     
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,DPL,DIPOLOG,DPL,DIPOLOG                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,DSG,DILASAG,DSG,DILASAG                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,DTE,DAET,DTE,DAET                          
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,DVO,DAVAO,DVO,DAVAO                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,EUQ,ANTIQUE,EUQ,ANTIQUE                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,GES,GENERAL SANTOS,GES,GENERAL SANTOS                
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,IAO,DEL CARMEN SIARGAO,IAO,SAYAK                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,IGN,ILIGAN,IGN,ILIGAN                        
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,ILO,ILOILO,ILO,ILOILO                        
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,IPE,IPIL,IPE,IPIL                          
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,JOL,JOLO,JOL,JOLO                          
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,KLO,KALIBO,KLO,KALIBO                        
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,LAO,LAOAG,LAO,LAOAG INTERNATIIONAL AIRPORT  
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,LBX,LUBANG,LBX,LUBANG                        
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,LGP,LEGASPI,LGP,LGP                           
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,MBO,MAMBURAO,MBO,MAMBURAO                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,MBT,MASBATE,MBT,MASBATE                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,MLP,MALABANG,MLP,MALABANG                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,MNL,MANILA,MNL,NINOY AQUINO INTERNATIONAL AIR
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,MPH,CATICLAN,MPH,CATICLAN                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,MRQ,MARINDUQUE,MRQ,MARINDUQUE                    
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,MXI,MATI,MXI,MATI                          
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,NCP,LUZON IS,NCP,LUZON IS                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,OMC,ORMOC,OMC,ORMOC                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,OZC,OZAMIS CITY,OZC,OZAMIS CITY                   
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,PAG,PAGADIAN,PAG,PAGADIAN                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,PPS,PUERTO PRINCESA,PPS,PUERTO PRINCE                 
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,RXS,ROXAS CITY,RXS,ROXAS                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,SFE,SAN FERNANDO,SFE,SAN FERNANDO                  
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,SFS,SUBIC BAY,SFS,SUBIC BAY APT                 
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,SGS,SANGA SANGA,SGS,SANGA SANGA                   
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,SJI,SAN JOSE,SJI,SAN JOSE                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,SUG,SURIGAO,SUG,SRUIGAO                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,TAC,TACLOBAN,TAC,TACLOBAN                      
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,TAG,TAGBILARAN,TAG,TAG                           
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,TBH,TABLAS,TBH,TABLAS                        
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,TDG,TANDAG,TDG,TANDAG                        
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,TUG,TUGUEGARAO,TUG,TUGUEGARAO                    
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,TWT,TAWITAWI IS,TWT,TAWITAWI IS                   
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,USU,BUSUANGA,USU,FRANCISCO B REYES             
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,VRC,VIRAC,VRC,VIRAC                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,WNP,NAGA,WNP,NAGA                          
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,XCN,CORON,XCN,CORON                         
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,XMA,MARAMAG,XMA,MARAMAG                       
3,TC3    ,SEA,S. E. ASIA,PH,PHL,PHILIPPINES,ZAM,ZAMBOANGA,ZAM,Zamboanga International       
3,TC3    ,SEA,S. E. ASIA,PW,PLW,PALAU,ROR,KOROR,ROR,KOROR                         
3,TC3    ,SEA,S. E. ASIA,SG,SGP,SINGAPORE,QSI,EVAH AGT OF SG,QSI,EVAH AGT OF SG                
3,TC3    ,SEA,S. E. ASIA,SG,SGP,SINGAPORE,SIN,SINGAPORE,XSP,SINGAPORE SELETAR APT         
3,TC3    ,SEA,S. E. ASIA,SG,SGP,SINGAPORE,SIN,SINGAPORE,SIN,SINGAPORE CHANGE AIRPORT P. O.
3,TC3    ,SEA,S. E. ASIA,SG,SGP,SINGAPORE,SIN,SINGAPORE,QPG,PAYA LABAR AIRPORT            
3,TC3    ,SEA,S. E. ASIA,SQ,*,SINGAPORE AIRLINE COMPANY,SI0,SINGPORE,SI0,SINGPORE                      
3,TC3    ,SEA,S. E. ASIA,T0,*,LEO TRANSPORT CORPORATIONS LTD,BK0,BANGKOK,BK0,BANGKOK                       
3,TC3    ,SEA,S. E. ASIA,T1,*,LEO TRANSPORT CORPORATIONS LTD,BK1,BANGKOK,BK1,BANGKOK                       
3,TC3    ,SEA,S. E. ASIA,T2,*,GREAT LOGISTICS CO.LTD.,TP2,GREAT LOGISTICS CO. LTD.,TP2,GREAT LOGISTICS CO. LTD.      
3,TC3    ,SEA,S. E. ASIA,T3,*,MORRISON EXPRESS CORP. LTD.,TP3,MORRISON EXPRESS CORP. LTD.,TP3,MORRISON EXPRESS CORP. LTD.   
3,TC3    ,SEA,S. E. ASIA,T4,*,FORTUNE HORSE AIR FREIGHT CO L,TP4,FORTUNE HORSE AIR FREIGHT CO L,TP4,FORTUNE HORSE AIR FREIGHT CO L
3,TC3    ,SEA,S. E. ASIA,T5,*,QINGDAO TONGSHENG GLOBAL EXPRE,TA1,QINGDAO,TA1,QINGDAO                       
3,TC3    ,SEA,S. E. ASIA,T6,*,EVERGREEN LOGISTICS CORPORATIO,TP6,EVERGREEN LOGISTICS CORPORATIO,TP6,EVERGREEN LOGISTICS CORPORATIO
3,TC3    ,SEA,S. E. ASIA,T7,*,TAIWAN POST NETWORK TRANS COMP,TP7,TAIWAN POST NETWORK TRANS COMP,TP7,TAIWAN POST NETWORK TRANS COMP
3,TC3    ,SEA,S. E. ASIA,T8,*,EAGLE GLOBAL LOGISTICS,TP8,EAGLE GLOBAL LOGISTICS,TP8,EAGLE GLOBAL LOGISTICS        
3,TC3    ,SEA,S. E. ASIA,T9,*,SOONEST INTERNATIONAL,TP9,SOONEST INTERNATIONAL,TP9,SOONEST INTERNATIONAL         
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,BAO,BAN MAK KHAENG,BAO,BAN MAK KHAENG                
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,BFV,BURI RAM,BFV,BURI RAM                      
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,BKK,BANGKOK,QIN,PSEUDO BKK UNI                
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,BKK,BANGKOK,DMK,DON MUANG AIRPORT             
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,BKK,BANGKOK,BKK,BANGKOK INTERNATIONAL AIRPORT 
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,CEI,CHIANG RAI,CEI,CEI                           
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,CJM,CHUMPHON,CJM,CHUMPHON                      
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,CNX,CHIANG MAI,CNX,CHIANG MAI                    
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,HDY,HAT YAI,HDY,HAT YAI                       
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,HGN,MAE HONGSON,HGN,MAE HONGSON                   
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,HHQ,HUA HIN,HHQ,HUA HIN                       
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,HKT,PHUKET,QIU,PSEUDO HKT UNI                
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,HKT,PHUKET,HKT,PHUKET                        
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,KBV,KRABI,KBV,KBV                           
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,KKC,KHON KAEN,KKC,KKC                           
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,KOP,NAKHON PHANOM,KOP,NAKHON PHANOM                 
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,LOE,LOEI,LOE,LOEI                          
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,LPT,LAMPANG,LPT,LAMPANG                       
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,MAQ,MAE SOT,MAQ,MAE SOT                       
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,NAK,NAKHON RATCHASIMA,NAK,NAKHON RATCHASIMA             
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,NAW,NARATHIWAT,NAW,NARATHIWAT                    
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,NNT,NAN,NNT,NAN                           
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,NST,NAKHON THAMMARAT,NST,NAKHON THAMMARAT              
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,PAN,PATTANI,PAN,PATTANI                       
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,PBS,PATONG BEACH,PBS,PATONG BEACH                  
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,PHS,PHITSANULOK,PHS,PHITSANULOK                   
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,PHZ,PHI PHI ISLAND,PHZ,PHI PHI ISLAND                
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,PRH,PHRAE,PRH,PHRAE                         
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,PYX,PATTAYA,PYX,PATTAYA                       
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,QHI,CHONBURI,QHI,CHONBURI                      
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,QPX,FICTITIOUS POINT,QPX,FICTITIOUS POINT              
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,SNO,SAKON NAKHON,SNO,SAKON NAKHON                  
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,TDX,TRAT,TDX,TRAT                          
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,THS,SUKHOTHAI,THS,SUKHOTHAI                     
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,TKT,TAK,TKT,TAK                           
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,TST,TRANG,TST,TRANG                         
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,UBP,UBON RATCHATHANI,UBP,UBON RATCHARHANI              
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,UNN,"RANONG, THAILAND",UNN,RANONG                        
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,URT,SURAT THANI,URT,SURAT THANI                   
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,USM,KOH SAMUI,USM,USM                           
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,UTH,UDON THANI,UTH,UDON THANI                    
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,UTP,UTAPAO,UTP,UTAPAO                        
3,TC3    ,SEA,S. E. ASIA,TH,THA,THAILAND,UTR,UTTARADIT,UTR,UTTARADIT                     
3,TC3    ,SEA,S. E. ASIA,TL,TLS,EAST TIMOR,DIL,DILI,DIL,PRES NICOLAU LOBATO           
3,TC3    ,SEA,S. E. ASIA,TL,TLS,EAST TIMOR,UAI,SUAI,UAI,SUAI                          
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",CJE,CHANGHUA,CJE,CHANGHUA                      
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",CMJ,CHI MEI,CMJ,CHI MEI                       
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",CYI,CHIAYI,CYI,CHIAYI AIRPORT                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",DSX,DONGSHA ISLAND,DSX,DONGSHA ISLAND                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",GNI,GREEN ISLAND,GNI,GREEN ISLAND AIRPORT          
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",HCN,HENGCHUN,HCN,HENGCHUN AIRDRONE             
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",HSZ,HSINCHU,HSZ,HSINCHU AIRPORT               
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",HUN,HUALIEN,HUN,HUALIEN                       
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",KHH,KAOHSIUNG,KHH,KAOHSIUNG AIRPORT             
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",KNH,KINMEN,KNH,KINMEN                        
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",KYD,ORCHID ISLAND,KYD,ORCHID ISLAND AIRPORT         
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",LHN,LISHAN,LHN,LISHAN                        
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",LZN,MATSU SOUTH,LZN,MATSU AIRPORT                 
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",LZN,MATSU SOUTH,QIR,PSEUDO LZN UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",LZN,MATSU SOUTH,MZW,MATSU AIRPORT                 
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",MFK,MATSU NORTH,MFK,MATSU AIRPORT                 
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",MZG,MAKUNG,MZG,MAKUNG                        
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",OAL,OTHER AIRLINES,OAL,CACOAL                        
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",PIF,PINGTUNG,PIF,PINGTUNG                      
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QAC,PSEUDO HANGAR,QAC,PSEUDO HANGAR                 
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QAD,QUADS,QAD,QUADS                         
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBA,PSEUDO TNN UNI,QBA,PSEUDO TNN UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBB,PSEUDO CRC UNI,QBB,PSEUDO CRC UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBC,PSEUDO CRC UNI,QBC,PSEUDO CRC UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBD,PSEUDO GRP UNI,QBD,PSEUDO GRP UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBF,PSEUDO RMQ UNI,QBF,PSEUDO RMQ UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBG,PSEUDO GRP UNI,QBG,PSEUDO GRP UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBH,PSEUDO TXG UNI,QBH,PSEUDO TXG UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBI,PSEUDO CYI UNI,QBI,PSEUDO CYI UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBJ,PSEUDO KNH UNI,QBJ,PSEUDO KNH UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBK,PSEUDO KHH UNI,QBK,PSEUDO KHH UNI                
3,TC3    ,SEA,S. E. ASIA,TW,TWN,"TAIWAN, REPUBLIC OF CHINA",QBL,TUNG SA ILD,QBL,TUNG SA ISLAND                
